kanji,back,tags
少,<b>Meanings:</b> few; little<br><br><b>On'yomi:</b> ショウ<br><br><b>Kun'yomi:</b> すく.ない; すこ.し<br><br><b>Stats:</b> Strokes: 4 | Radical: 42 | Freq: #287<br><br><b>Heisig:</b> RTK: #106 | RTK6: #111,grade2
上,<b>Meanings:</b> above; up<br><br><b>On'yomi:</b> ジョウ; ショウ; シャン<br><br><b>Kun'yomi:</b> うえ; -うえ; うわ-; かみ; あ.げる; -あ.げる; あ.がる; -あ.がる; あ.がり; -あ.がり; のぼ.る; のぼ.り; のぼ.せる; のぼ.す; たてまつ.る<br><br><b>Name readings:</b> あおい; あげ; い; か; かき; かず; かん; こう; のぼり; ほつ<br><br><b>Stats:</b> Strokes: 3 | Radical: 1 | Freq: #35<br><br><b>Heisig:</b> RTK: #49 | RTK6: #50,grade1
食,<b>Meanings:</b> eat; food<br><br><b>On'yomi:</b> ショク; ジキ<br><br><b>Kun'yomi:</b> く.う; く.らう; た.べる; は.む<br><br><b>Name readings:</b> ぐい<br><br><b>Stats:</b> Strokes: 9 | Radical: 184 | Freq: #328<br><br><b>Heisig:</b> RTK: #1472 | RTK6: #1582,grade2
新,<b>Meanings:</b> new<br><br><b>On'yomi:</b> シン<br><br><b>Kun'yomi:</b> あたら.しい; あら.た; あら-; にい-<br><br><b>Name readings:</b> あせ; あたらし; し; に; にっ; につ; よし<br><br><b>Stats:</b> Strokes: 13 | Radical: 69 | Freq: #51<br><br><b>Heisig:</b> RTK: #1502 | RTK6: #1619,grade2
人,<b>Meanings:</b> person<br><br><b>On'yomi:</b> ジン; ニン<br><br><b>Kun'yomi:</b> ひと; -り; -と<br><br><b>Name readings:</b> じ; と; ね; ひこ; ふみ<br><br><b>Stats:</b> Strokes: 2 | Radical: 9 | Freq: #5<br><br><b>Heisig:</b> RTK: #951 | RTK6: #1023,grade1
水,<b>Meanings:</b> water<br><br><b>On'yomi:</b> スイ<br><br><b>Kun'yomi:</b> みず; みず-<br><br><b>Name readings:</b> うず; ずみ; つ; ど; み; みさ; みつ; みな; みん<br><br><b>Stats:</b> Strokes: 4 | Radical: 85 | Freq: #223<br><br><b>Heisig:</b> RTK: #130 | RTK6: #137,grade1
生,<b>Meanings:</b> life; genuine; birth<br><br><b>On'yomi:</b> セイ; ショウ<br><br><b>Kun'yomi:</b> い.きる; い.かす; い.ける; う.まれる; うま.れる; う.まれ; うまれ; う.む; お.う; は.える; は.やす; き; なま; なま-; な.る; な.す; む.す; -う<br><br><b>Name readings:</b> あさ; いき; いく; いけ; うぶ; うまい; え; おい; ぎゅう; くるみ; ごせ; さ; じょう; すぎ; そ; そう; ちる; なば; にう; にゅう; ふ; み; もう; よい; りゅう<br><br><b>Stats:</b> Strokes: 5 | Radical: 100 | Freq: #29<br><br><b>Heisig:</b> RTK: #1555 | RTK6: #1675,grade1
西,<b>Meanings:</b> west; Spain<br><br><b>On'yomi:</b> セイ; サイ; ス<br><br><b>Kun'yomi:</b> にし<br><br><b>Name readings:</b> いり; ひし; むら<br><br><b>Stats:</b> Strokes: 6 | Radical: 146 | Freq: #259<br><br><b>Heisig:</b> RTK: #1602 | RTK6: #1728,grade2
先,<b>Meanings:</b> before; ahead; previous; future; precedence<br><br><b>On'yomi:</b> セン<br><br><b>Kun'yomi:</b> さき; ま.ず<br><br><b>Name readings:</b> ぽん<br><br><b>Stats:</b> Strokes: 6 | Radical: 10 | Freq: #173<br><br><b>Heisig:</b> RTK: #248 | RTK6: #263,grade1
千,<b>Meanings:</b> thousand<br><br><b>On'yomi:</b> セン<br><br><b>Kun'yomi:</b> ち<br><br><b>Name readings:</b> かず; ゆき<br><br><b>Stats:</b> Strokes: 3 | Radical: 24 | Freq: #195<br><br><b>Heisig:</b> RTK: #40 | RTK6: #40,grade1
川,<b>Meanings:</b> stream; river; river or three-stroke river radical (no. 47)<br><br><b>On'yomi:</b> セン<br><br><b>Kun'yomi:</b> かわ<br><br><b>Name readings:</b> か; こ; さわ<br><br><b>Stats:</b> Strokes: 3 | Radical: 47 | Freq: #181<br><br><b>Heisig:</b> RTK: #127 | RTK6: #134,grade1
前,<b>Meanings:</b> in front; before<br><br><b>On'yomi:</b> ゼン<br><br><b>Kun'yomi:</b> まえ; -まえ<br><br><b>Name readings:</b> さき; さと; まい<br><br><b>Stats:</b> Strokes: 9 | Radical: 18 | Freq: #27<br><br><b>Heisig:</b> RTK: #290 | RTK6: #309,grade2
足,<b>Meanings:</b> leg; foot; be sufficient; counter for pairs of footwear<br><br><b>On'yomi:</b> ソク<br><br><b>Kun'yomi:</b> あし; た.りる; た.る; た.す<br><br><b>Name readings:</b> あ; あす; おす; たらし<br><br><b>Stats:</b> Strokes: 7 | Radical: 157 | Freq: #343<br><br><b>Heisig:</b> RTK: #1279 | RTK6: #1372,grade1
多,<b>Meanings:</b> many; frequent; much<br><br><b>On'yomi:</b> タ<br><br><b>Kun'yomi:</b> おお.い; まさ.に; まさ.る<br><br><b>Stats:</b> Strokes: 6 | Radical: 36 | Freq: #139<br><br><b>Heisig:</b> RTK: #108 | RTK6: #113,grade2
大,<b>Meanings:</b> large; big<br><br><b>On'yomi:</b> ダイ; タイ<br><br><b>Kun'yomi:</b> おお-; おお.きい; -おお.いに<br><br><b>Name readings:</b> うふ; お; おう; た; たかし; とも; はじめ; ひろ; ひろし; まさ; まさる; もと; わ<br><br><b>Stats:</b> Strokes: 3 | Radical: 37 | Freq: #7<br><br><b>Heisig:</b> RTK: #107 | RTK6: #112,grade1
男,<b>Meanings:</b> male<br><br><b>On'yomi:</b> ダン; ナン<br><br><b>Kun'yomi:</b> おとこ; お<br><br><b>Name readings:</b> み<br><br><b>Stats:</b> Strokes: 7 | Radical: 102 | Freq: #240<br><br><b>Heisig:</b> RTK: #859 | RTK6: #923,grade1
中,<b>Meanings:</b> in; inside; middle; mean; center<br><br><b>On'yomi:</b> チュウ<br><br><b>Kun'yomi:</b> なか; うち; あた.る<br><br><b>Name readings:</b> あたる; かなえ<br><br><b>Stats:</b> Strokes: 4 | Radical: 2 | Freq: #11<br><br><b>Heisig:</b> RTK: #39 | RTK6: #39,grade1
長,<b>Meanings:</b> long; leader; superior; senior<br><br><b>On'yomi:</b> チョウ<br><br><b>Kun'yomi:</b> なが.い; おさ<br><br><b>Name readings:</b> お; おしゃ; たかし; たけ; な; は; ひさ<br><br><b>Stats:</b> Strokes: 8 | Radical: 168 | Freq: #12<br><br><b>Heisig:</b> RTK: #1920 | RTK6: #2070,grade2
天,<b>Meanings:</b> heavens; sky; imperial<br><br><b>On'yomi:</b> テン<br><br><b>Kun'yomi:</b> あまつ; あめ; あま-<br><br><b>Name readings:</b> あき; あも; た; たかし; て; なま<br><br><b>Stats:</b> Strokes: 4 | Radical: 37 | Freq: #512<br><br><b>Heisig:</b> RTK: #428 | RTK6: #457,grade1
店,<b>Meanings:</b> store; shop<br><br><b>On'yomi:</b> テン<br><br><b>Kun'yomi:</b> みせ; たな<br><br><b>Stats:</b> Strokes: 8 | Radical: 53 | Freq: #378<br><br><b>Heisig:</b> RTK: #588 | RTK6: #632,grade2
電,<b>Meanings:</b> electricity<br><br><b>On'yomi:</b> デン<br><br><b>Stats:</b> Strokes: 13 | Radical: 173 | Freq: #268<br><br><b>Heisig:</b> RTK: #535 | RTK6: #574,grade2
土,<b>Meanings:</b> soil; earth; ground; Turkey<br><br><b>On'yomi:</b> ド; ト<br><br><b>Kun'yomi:</b> つち<br><br><b>Name readings:</b> つく; は; ひじ<br><br><b>Stats:</b> Strokes: 3 | Radical: 32 | Freq: #307<br><br><b>Heisig:</b> RTK: #150 | RTK6: #161,grade1
東,<b>Meanings:</b> east<br><br><b>On'yomi:</b> トウ<br><br><b>Kun'yomi:</b> ひがし<br><br><b>Name readings:</b> あい; あがり; あずま; あづま; こち; さき; しの; とお; はる; ひが; もと<br><br><b>Stats:</b> Strokes: 8 | Radical: 75 | Freq: #37<br><br><b>Heisig:</b> RTK: #504 | RTK6: #543,grade2
道,<b>Meanings:</b> road-way; street; district; journey; course; moral; teachings<br><br><b>On'yomi:</b> ドウ; トウ<br><br><b>Kun'yomi:</b> みち; いう<br><br><b>Name readings:</b> さ; じ; ど; みつ; おさむ<br><br><b>Stats:</b> Strokes: 12 | Radical: 162 | Freq: #207<br><br><b>Heisig:</b> RTK: #277 | RTK6: #295,grade2
読,<b>Meanings:</b> read<br><br><b>On'yomi:</b> ドク; トク; トウ<br><br><b>Kun'yomi:</b> よ.む; -よ.み<br><br><b>Name readings:</b> よみ<br><br><b>Stats:</b> Strokes: 14 | Radical: 149 | Freq: #618<br><br><b>Heisig:</b> RTK: #348 | RTK6: #372,grade2
南,<b>Meanings:</b> south<br><br><b>On'yomi:</b> ナン; ナ<br><br><b>Kun'yomi:</b> みなみ<br><br><b>Name readings:</b> なみ; は; みな; みまみ<br><br><b>Stats:</b> Strokes: 9 | Radical: 24 | Freq: #341<br><br><b>Heisig:</b> RTK: #1613 | RTK6: #1740,grade2
二,<b>Meanings:</b> two; two radical (no. 7)<br><br><b>On'yomi:</b> ニ; ジ<br><br><b>Kun'yomi:</b> ふた; ふた.つ; ふたたび<br><br><b>Name readings:</b> おと; つぐ; つぎ; にい; は; ふ; ふたつ; ふだ; わ<br><br><b>Stats:</b> Strokes: 2 | Radical: 7 | Freq: #9<br><br><b>Heisig:</b> RTK: #2 | RTK6: #2,grade1
日,<b>Meanings:</b> day; sun; Japan; counter for days<br><br><b>On'yomi:</b> ニチ; ジツ<br><br><b>Kun'yomi:</b> ひ; -び; -か<br><br><b>Name readings:</b> あ; あき; いる; く; くさ; こう; す; たち; に; にっ; につ; へ<br><br><b>Stats:</b> Strokes: 4 | Radical: 72 | Freq: #1<br><br><b>Heisig:</b> RTK: #12 | RTK6: #12,grade1
入,<b>Meanings:</b> enter; insert<br><br><b>On'yomi:</b> ニュウ; ジュ<br><br><b>Kun'yomi:</b> い.る; -い.る; -い.り; い.れる; -い.れ; はい.る<br><br><b>Name readings:</b> いり; いる; に; の; りり<br><br><b>Stats:</b> Strokes: 2 | Radical: 11 | Freq: #56<br><br><b>Heisig:</b> RTK: #779 | RTK6: #842,grade1
年,<b>Meanings:</b> year; counter for years<br><br><b>On'yomi:</b> ネン<br><br><b>Kun'yomi:</b> とし<br><br><b>Name readings:</b> ね<br><br><b>Stats:</b> Strokes: 6 | Radical: 51 | Freq: #6<br><br><b>Heisig:</b> RTK: #1036 | RTK6: #1114,grade1
買,<b>Meanings:</b> buy<br><br><b>On'yomi:</b> バイ<br><br><b>Kun'yomi:</b> か.う<br><br><b>Stats:</b> Strokes: 12 | Radical: 154 | Freq: #520<br><br><b>Heisig:</b> RTK: #831 | RTK6: #894,grade2
白,<b>Meanings:</b> white<br><br><b>On'yomi:</b> ハク; ビャク<br><br><b>Kun'yomi:</b> しろ; しら-; しろ.い<br><br><b>Name readings:</b> あき; か; はっ<br><br><b>Stats:</b> Strokes: 5 | Radical: 106 | Freq: #483<br><br><b>Heisig:</b> RTK: #37 | RTK6: #37,grade1
八,<b>Meanings:</b> eight; eight radical (no. 12)<br><br><b>On'yomi:</b> ハチ; ハツ<br><br><b>Kun'yomi:</b> や; や.つ; やっ.つ; よう<br><br><b>Name readings:</b> な; は; はっ; やち; やつ<br><br><b>Stats:</b> Strokes: 2 | Radical: 12 | Freq: #92<br><br><b>Heisig:</b> RTK: #8 | RTK6: #8,grade1
半,<b>Meanings:</b> half; middle; odd number; semi-; part-<br><br><b>On'yomi:</b> ハン<br><br><b>Kun'yomi:</b> なか.ば<br><br><b>Name readings:</b> は<br><br><b>Stats:</b> Strokes: 5 | Radical: 24 | Freq: #224<br><br><b>Heisig:</b> RTK: #1202 | RTK6: #1286,grade2
百,<b>Meanings:</b> hundred<br><br><b>On'yomi:</b> ヒャク; ビャク<br><br><b>Kun'yomi:</b> もも<br><br><b>Name readings:</b> お; ど; どう; なり; ひゃっ; ひゅく; も; もんど; ゆう<br><br><b>Stats:</b> Strokes: 6 | Radical: 106 | Freq: #163<br><br><b>Heisig:</b> RTK: #38 | RTK6: #38,grade1
父,<b>Meanings:</b> father<br><br><b>On'yomi:</b> フ<br><br><b>Kun'yomi:</b> ちち<br><br><b>Stats:</b> Strokes: 4 | Radical: 88 | Freq: #646<br><br><b>Heisig:</b> RTK: #1274 | RTK6: #1366,grade2
分,<b>Meanings:</b> part; minute of time; segment; share; degree; one's lot; duty; understand; know; rate; 1%; chances; shaku/100<br><br><b>On'yomi:</b> ブン; フン; ブ<br><br><b>Kun'yomi:</b> わ.ける; わ.け; わ.かれる; わ.かる; わ.かつ<br><br><b>Name readings:</b> いた; わけ<br><br><b>Stats:</b> Strokes: 4 | Radical: 18 | Freq: #24<br><br><b>Heisig:</b> RTK: #781 | RTK6: #844,grade2
聞,<b>Meanings:</b> hear; ask; listen<br><br><b>On'yomi:</b> ブン; モン<br><br><b>Kun'yomi:</b> き.く; き.こえる<br><br><b>Stats:</b> Strokes: 14 | Radical: 128 | Freq: #319<br><br><b>Heisig:</b> RTK: #1626 | RTK6: #1754,grade2
母,<b>Meanings:</b> mother<br><br><b>On'yomi:</b> ボ<br><br><b>Kun'yomi:</b> はは; も<br><br><b>Stats:</b> Strokes: 5 | Radical: 80 | Freq: #570<br><br><b>Heisig:</b> RTK: #101 | RTK6: #105,grade2
北,<b>Meanings:</b> north<br><br><b>On'yomi:</b> ホク<br><br><b>Kun'yomi:</b> きた<br><br><b>Name readings:</b> きら; ほう; ほっ; ほつ<br><br><b>Stats:</b> Strokes: 5 | Radical: 21 | Freq: #153<br><br><b>Heisig:</b> RTK: #445 | RTK6: #480,grade2
本,<b>Meanings:</b> book; present; main; origin; true; real; counter for long cylindrical things<br><br><b>On'yomi:</b> ホン<br><br><b>Kun'yomi:</b> もと<br><br><b>Name readings:</b> まと; ごう<br><br><b>Stats:</b> Strokes: 5 | Radical: 75 | Freq: #10<br><br><b>Heisig:</b> RTK: #211 | RTK6: #224,grade1
毎,<b>Meanings:</b> every<br><br><b>On'yomi:</b> マイ<br><br><b>Kun'yomi:</b> ごと; -ごと.に<br><br><b>Name readings:</b> つね<br><br><b>Stats:</b> Strokes: 6 | Radical: 80 | Freq: #436<br><br><b>Heisig:</b> RTK: #458 | RTK6: #497,grade2
万,"<b>Meanings:</b> ten thousand; 10,000<br><br><b>On'yomi:</b> マン; バン<br><br><b>Kun'yomi:</b> よろず<br><br><b>Name readings:</b> かず; ま; ゆる<br><br><b>Stats:</b> Strokes: 3 | Radical: 1 | Freq: #375<br><br><b>Heisig:</b> RTK: #64 | RTK6: #68",grade2
名,<b>Meanings:</b> name; noted; distinguished; reputation<br><br><b>On'yomi:</b> メイ; ミョウ<br><br><b>Kun'yomi:</b> な; -な<br><br><b>Name readings:</b> と<br><br><b>Stats:</b> Strokes: 6 | Radical: 30 | Freq: #177<br><br><b>Heisig:</b> RTK: #112 | RTK6: #117,grade1
木,<b>Meanings:</b> tree; wood<br><br><b>On'yomi:</b> ボク; モク<br><br><b>Kun'yomi:</b> き; こ-<br><br><b>Name readings:</b> ぐ; も; もと<br><br><b>Stats:</b> Strokes: 4 | Radical: 75 | Freq: #317<br><br><b>Heisig:</b> RTK: #195 | RTK6: #207,grade1
目,<b>Meanings:</b> eye; class; look; insight; experience; care; favor<br><br><b>On'yomi:</b> モク; ボク<br><br><b>Kun'yomi:</b> め; -め; ま-<br><br><b>Name readings:</b> さかん; さがん; さっか; さつか<br><br><b>Stats:</b> Strokes: 5 | Radical: 109 | Freq: #76<br><br><b>Heisig:</b> RTK: #15 | RTK6: #15,grade1
友,<b>Meanings:</b> friend<br><br><b>On'yomi:</b> ユウ<br><br><b>Kun'yomi:</b> とも<br><br><b>Name readings:</b> う; ど; ゆ<br><br><b>Stats:</b> Strokes: 4 | Radical: 29 | Freq: #622<br><br><b>Heisig:</b> RTK: #704 | RTK6: #760,grade2
来,<b>Meanings:</b> come; due; next; cause; become<br><br><b>On'yomi:</b> ライ; タイ<br><br><b>Kun'yomi:</b> く.る; きた.る; きた.す; き.たす; き.たる; き; こ<br><br><b>Name readings:</b> くり; くる; ごろ; さ<br><br><b>Stats:</b> Strokes: 7 | Radical: 75 | Freq: #102<br><br><b>Heisig:</b> RTK: #1884 | RTK6: #2029,grade2
立,<b>Meanings:</b> stand up; rise; set up; erect<br><br><b>On'yomi:</b> リツ; リュウ; リットル<br><br><b>Kun'yomi:</b> た.つ; -た.つ; た.ち-; た.てる; -た.てる; た.て-; たて-; -た.て; -だ.て; -だ.てる<br><br><b>Name readings:</b> たち; たっ; たつ; だて; つい<br><br><b>Stats:</b> Strokes: 5 | Radical: 117 | Freq: #58<br><br><b>Heisig:</b> RTK: #431 | RTK6: #462,grade1
六,<b>Meanings:</b> six<br><br><b>On'yomi:</b> ロク; リク<br><br><b>Kun'yomi:</b> む; む.つ; むっ.つ; むい<br><br><b>Name readings:</b> く; むつ; ろっ; ろつ<br><br><b>Stats:</b> Strokes: 4 | Radical: 12 | Freq: #93<br><br><b>Heisig:</b> RTK: #6 | RTK6: #6,grade1
話,<b>Meanings:</b> tale; talk<br><br><b>On'yomi:</b> ワ<br><br><b>Kun'yomi:</b> はな.す; はなし<br><br><b>Stats:</b> Strokes: 13 | Radical: 149 | Freq: #134<br><br><b>Heisig:</b> RTK: #344 | RTK6: #368,grade2
